"Management Ph.D. - Management and Organization Area - With Bachelor's Degree","199901","199902","199903","200001","200002","200003","200101","200102","200103","200201","200202","200203","200301","200302","200303","200401","200402","200403","200501","200502","200503","200601","200602","200603","200701","200702","200703","200801","200802","200803","200901","200902","200903","201001","201002","201003","201101","201102","201103","201201","201202","201203","201301","201302","201303","201401","201402","201403","201501","201502","201503","201601","201602","201603","201701","201702","201703","201801","201802","201803","201901","201902","201903","202001","202002","202003","202101","202102","202103","202201","202202","202203","202301","202302","202303","202401","202402","202403","202501","202502","202503","202601"
POLS 790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,FFree,FFree,FFree,FFree,FFree,FFree,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective
POLS 791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,FFree,FFree,FFree,FFree,FFree,FFree,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective
POLS 792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,FFree,FFree,FFree,FFree,FFree,FFree,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective
PROJ 501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,FFree,FFree,FFree,FFree,FFree,FFree,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective
PSY 501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,FFree,FFree,FFree,FFree,FFree,FFree,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective
PSY 502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,FFree,FFree,FFree,FFree,FFree,FFree,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective
PSY 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,FFree,FFree,FFree,FFree,FFree,FFree,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective
PSY 505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,FFree,FFree,FFree,FFree,FFree,FFree,CElective,CElective,CElective,CElective,CElective,CElective,,,,,,,,,,,,,,,,,,,
PSY 507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,FFree,FFree,FFree,FFree,FFree,FFree,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective
PSY 510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,FFree,FFree,FFree,FFree,FFree,FFree,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,,,,,,,,,,
PSY 511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,FFree,FFree,FFree,FFree,FFree,FFree,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective
PSY 512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,FFree,FFree,FFree,FFree,FFree,FFree,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective
PSY 514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,FFree,FFree,FFree,FFree,FFree,FFree,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective
PSY 515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,FFree,FFree,FFree,FFree,FFree,FFree,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective
PSY 516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,FFree,FFree,FFree,FFree,FFree,FFree,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective
PSY 518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,FFree,FFree,FFree,FFree,FFree,FFree,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective
PSY 521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,FFree,FFree,FFree,FFree,FFree,FFree,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective
PSY 522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,FFree,FFree,FFree,FFree,FFree,FFree,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective
PSY 524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,FFree,FFree,FFree,FFree,FFree,FFree,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective
PSY 540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,FFree,FFree,FFree,FFree,FFree,FFree,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective
PSY 542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,FFree,FFree,FFree,FFree,FFree,FFree,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,,,,,,,,,,,,,,,,
PSY 543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,FFree,FFree,FFree,FFree,FFree,FFree,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective
PSY 544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,FFree,FFree,FFree,FFree,FFree,FFree,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective
PSY 545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,FFree,FFree,FFree,FFree,FFree,FFree,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective
PSY 552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,FFree,FFree,FFree,FFree,FFree,FFree,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective
PSY 567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,FFree,FFree,FFree,FFree,FFree,FFree,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective
PSY 569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,FFree,FFree,FFree,FFree,FFree,FFree,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective
PSY 580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,FFree,FFree,FFree,FFree,FFree,FFree,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,,,,,,,,,,,,,,,
PSY 581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,FFree,FFree,FFree,FFree,FFree,FFree,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective
PSY 590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,FFree,FFree,FFree,FFree,FFree,FFree,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective
PSY 595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,FFree,FFree,FFree,FFree,FFree,FFree,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective
PSY 599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,FFree,FFree,FFree,FFree,FFree,FFree,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective,CElective
